"NAME","TYPE","PRICE","REVIEW_COUNT","STAR","TELL","ADDRESS","ZIPCODE","MEDIAN_SAL","MEDIAN_SAL.1","POP","CITY","latitude","longitude"
"LouiÎês Pizza & Roast Beef","Pizza",1,33,1.5,"(781) 584-4602","470 Broadway  Lynnfield, MA 01940",1940,90677,90677,11926,"Lynn",42.514734,-71.003617
"Hooters","Chicken Wings",1,149,4.5,"(339) 600-7311","1143 BroadwaySaugus, MA 01906",1906,69051,69051,26160,"Lynn",42.4669861,-71.0259599
"SebastainÎês","Italian",2,67,3,"(781) 289-9700","733 BroadwayRevere, MA 02151",2151,51723,51723,47323,"Lynn",42.416311,-71.007901
"Okea Grill & Sushi","Japanese",2,19,1.5,"(978) 607-0060","293 Jefferson AveSalem, MA 01970",1970,57313,57313,40268,"Lynn",42.504176,-70.9005818
"Bambolina Restaurant","Pizza",2,68,4,"(978) 594-8709","288 Derby StSalem, MA 01970",1970,57313,57313,40268,"Lynn",42.520371,-70.891634
"NickÎês Bistro","Cafes",2,61,4.5,"(781) 284-9400","169 Squire RdRevere, MA 02151",2151,51723,51723,47323,"Lynn",42.4242137,-71.0098638
"Renzo Pizzaria","Pizza",2,109,3.5,"(781) 284-5600","381 Revere Beach BlvdRevere, MA 02151",2151,51723,51723,47323,"Lynn",42.4224558,-70.9847267
"PeterÎês Pizza","Pizza",1,16,2.5,"(781) 233-8989","48 Hamilton StSaugus, MA 01906",1906,69051,69051,26160,"Lynn",42.4656291,-71.0061125
"Vesuvius","Pizza",2,25,3.5,"(978) 594-8886","2 Paradise RdSalem, MA 01970",1970,57313,57313,40268,"Lynn",42.4864206,-70.9006885
"BrodieÎês Pub","Pubs",2,61,2.5,"(978) 977-9988","10 1/2 Lowell StPeabody, MA 01960",1960,67119,67119,47991,"Lynn",42.529296,-70.933181
"NY Gyro","Middle Eastern",1,25,4,"(978) 744-2200","335 Lafayette StSalem, MA 01970",1970,57313,57313,40268,"Lynn",42.505404,-70.890477
"Gulu Gulu Cafe","Sandwiches",2,501,4,"(978) 740-8882","247 Essex StSalem, MA 01970",1970,57313,57313,40268,"Lynn",42.5213111,-70.8962768
"Bridge Pizzeria","Pizza",2,39,4,"(781) 324-1778","800 Washington AveRevere, MA 02151",2151,51723,51723,47323,"Lynn",42.4307398,-71.023658
"Howling Wolf Taqueria","Mexican",2,444,4,"(978) 744-9653","76 Lafayette StSalem, MA 01970",1970,57313,57313,40268,"Lynn",42.5192921,-70.8937404
"The Red Line Cafe","Cafes",1,30,3.5,"(978) 744-2235","188 Essex StSalem, MA 01970",1970,57313,57313,40268,"Lynn",42.521838,-70.8937211
"Opus","American",1,100,4.5,"(978) 744-9600","87 Washington StSalem, MA 01970",1970,57313,57313,40268,"Lynn",42.522002,-70.8955716
"LendyÎês Deli & Restaurant","Delis",2,227,4,"(781) 231-3180","653 BroadwaySaugus, MA 01906",1906,69051,69051,26160,"Lynn",42.4791304,-71.0244961
"The Wardhurst Restaurant & Bar","Steakhouses",2,65,3.5,"(978) 531-9730","31   Lynnfield StPeabody, MA 01960",1960,67119,67119,47991,"Lynn",42.5171517,-70.9462608
"Thmor Da","Cambodian",2,29,3.5,"(781) 286-2554","144 Shirley AveRevere, MA 02151",2151,51723,51723,47323,"Lynn",42.4079904,-70.9955075
"Black Sheep Mike and LillÎês Pub & Grill","Pubs",2,63,4,"(978) 854-6780","5 Central StPeabody, MA 01960",1960,67119,67119,47991,"Lynn",42.52733,-70.926899
"The Ugly Mug Diner","Breakfast & Brunch",2,71,4,"(978) 745-6844","122 Washington StSalem, MA 01970",1970,57313,57313,40268,"Lynn",42.520927,-70.8959797
"Rodeo Restaurant","Mexican",2,223,4,"(781) 581-5055","61 Franklin St  Lynn, MA 01902",1902,38107,38107,45617,"Lynn",42.465952,-70.9549801
"Brothers","Pizza",1,19,4,"(978) 538-7333","89 Foster StPeabody, MA 01960",1960,67119,67119,47991,"Lynn",42.5229306,-70.9304605
"El Maya","Mexican",1,41,4,"(508) 820-1717","144 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2789702,-71.4058085
"Foodie Cafe","Sandwiches",1,43,5,"(508) 309-7349","102 Fountain St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2758255,-71.4283943
"Aoi Japanese Restaurant","Japanese",2,36,4.5,"(508) 861-3613","855 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3005085,-71.4319142
"Sichuan Gourmet","Chinese",2,343,4.5,"(508) 626-0248","271 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2988897,-71.4056627
"Mediterranean Turkish Food","Turkish",2,125,4,"(508) 202-4688","1609 Concord St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3244075,-71.3990766
"Thai Place","Thai",2,96,4.5,"(508) 202-9704","290 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2981221,-71.4064234
"Pueblito Paisa Colombia Restaurant","Colombian",2,24,4,"(508) 424-1125","66 Hollis St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2754338,-71.4170897
"Big Fresh","Mediterranean",2,25,4.5,"(508) 879-7000","50 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.298195,-71.394985
"J & M Diner, Inc","Diners",2,385,4.5,"(508) 875-7811","969 Concord St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3048236,-71.4026219
"John HarvardÎês Brewery & Ale House","American",2,250,3.5,"(508) 875-2337","1 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3007455,-71.3962282
"AnastasiaÎês Pizza, Oven And Grill","Pizza",1,40,4,"(508) 620-6972","12 Union Ave  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2790034,-71.4170466
"Terra Brasilis Restaurant - Union Avenue","Brazilian",2,44,4,"(508) 620-9354","94 Union Ave  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2802934,-71.4181905
"The Aztec","Mexican",2,69,4,"(508) 820-2523","2 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2802198,-71.3996797
"Deluxe Depot Diner","Diners",2,136,4,"(508) 872-6400","415 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2766298,-71.4178251
"Green Leaf Vegetarian & Vegan Restaurant","Vegan",2,159,3.5,"(508) 309-3009","665 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3075681,-71.3849631
"Tropical Cafe","Brazilian",2,42,4,"(508) 879-8765","85 Hollis St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2751566,-71.4175709
"Frescafe","American",1,65,4,"(508) 879-2233","82 Concord St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2782776,-71.4170219
"Chick-fil-A","Fast Food",1,17,3.5,"(508) 875-0405","359 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3047729,-71.3965892
"Framingham Beer Works","Sports Bars",2,188,3.5,"(508) 309-3373","345 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3021302,-71.4002711
"Terra Brasilis","Brazilian",2,18,3,"(508) 665-6740","264 Waverley St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.277945,-71.4102278
"Angry HamÎês Garage","Burgers",2,102,4,"(508) 620-8888","2 Beacon St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2989928,-71.4091872
"KugelÎês Deli","Delis",1,83,3,"(508) 620-1300","855 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3005085,-71.4319142
"Art House Grille","Russian",2,35,3.5,"(508) 788-7700","62 Water St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3261939,-71.4040722
"Bella Costa Ristorante","Italian",2,84,4,"(508) 626-1728","147 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3002656,-71.4078861
"Papa Razzi","Italian",2,119,3.5,"(508) 848-2300","155 Worcester Road  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2998665,-71.4009194
"Framingham Baking","Bakeries",1,53,3.5,"(508) 875-4125","840 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2733466,-71.4333062
"North End Treats","Italian",1,146,4,"(508) 620-6836","661 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3075494,-71.3852655
"La Cantina Italiana","Italian",2,77,4,"(508) 879-7874","911 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2743027,-71.4358119
"Wings Over Framingham","Specialty Food",2,58,3.5,"(508) 628-9464","624 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2736199,-71.4250549
"Aegean Restaurant","Greek",2,207,3.5,"(508) 879-8424","257 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3020023,-71.4033402
"Samba Steak & Sushi","Sushi Bars",2,235,3.5,"(508) 628-0288","1138 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2988018,-71.4436353
"Uncle CheungÎês","Chinese",2,90,3.5,"(508) 872-9200","266  Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2981032,-71.4051865
"Cjs Northside Grill","American",1,67,3.5,"(508) 877-5900","911 Edgell Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3295743,-71.4355257
"Margaritas Mexican Restaurant","Mexican",2,152,3.5,"(508) 309-7348","725 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3082741,-71.3828641
"The Melting Pot","Fondue",3,173,3.5,"(508) 875-3115","92 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2975024,-71.3969732
"Chinese Mirch","Indian",2,196,3.5,"(508) 875-0607","140 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2982763,-71.3995539
"Punjabi Grill","Pakistani",2,68,3,"(508) 370-0790","1243 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2987285,-71.4486917
"Welcome India","Indian",2,129,4,"(508) 370-9977","770 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2989009,-71.4285009
"GianniÎês Pizza & Subs","Pizza",1,94,4,"(508) 877-7697","861 Edgell Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3276179,-71.435371
"Rasoi Gourmet Indian Kitchen","Indian",2,73,4,"(508) 872-4060","855 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3005085,-71.4319142
"Imperial China","Chinese",2,60,3.5,"(508) 872-3939","413 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2983669,-71.4121471
"Lotus Flower Chinese Restaurant","Chinese",2,93,3.5,"(508) 872-6005","341 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3016661,-71.4016288
"Joy Luck Club","Chinese",2,20,3.5,"(508) 872-3337","57 Hollis St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2756124,-71.4172214
"The 4Îês Sports Pub","Pizza",1,3,3.5,"(508) 879-1579","666 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2734361,-71.4262727
"GoodyÎês","Pizza",1,6,3.5,"(508) 620-7171","795 Concord St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2991019,-71.407431
"Acapulcos","Mexican",2,95,4.5,"(508) 875-1188","1656 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2966349,-71.4803153
"Mi Cocina Mexican Restaurant","Mexican",2,4,3,"(508) 718-8633","18 Irving St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2760782,-71.416507
"KenÎês Steak House","Steakhouses",2,164,4.5,"(508) 875-4455","95 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2991327,-71.3982098
"Isla Restaurant","Latin American",2,2,3,"(508) 872-7771","672 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2731459,-71.42667
"Copacabana Grill","Brazilian",1,2,3.5,"(508) 620-6496","12 Irving St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2765676,-71.4163889
"Taste of China","Chinese",3,29,4,"(508) 820-4608","855 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3005085,-71.4319142
"Extravaganza Pizza & Bar","Brazilian",2,11,3,"(508) 861-7077","47 Beacon St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.299978,-71.408681
"La Casa Del Chicharron","Caribbean",2,0,3,"(508) 875-6200","18 Irving St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2760782,-71.416507
"NekoÎês of New York","Pizza",1,15,5,"(508) 877-3000","847 Edgell Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3271135,-71.4353167
"University Pizza","Pizza",1,19,4.5,"(508) 879-1234","961 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3010936,-71.4364289
"Outback Steakhouse","Steakhouses",2,82,3,"(508) 872-3945","30 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2987064,-71.3947791
"Nobscot Cafe","Cafes",2,28,2.5,"(508) 788-8040","847 Edgell Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3271135,-71.4353167
"Rincon Latino","Latin American",2,4,3.5,"(508) 879-7406","39 Hollis St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2762164,-71.4167296
"The Sub-Way & Pizza","Pizza",1,27,4.5,"(508) 879-8818","510 Union Ave  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2928991,-71.4278131
"Nikos Family Pizzeria Restaurant","Pizza",1,20,3.5,"(508) 861-3680","1645 Concord St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3254432,-71.3995175
"HoneyBaked Ham","Sandwiches",4,9,3,"(508) 626-2300","240 Worcester Road  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2984503,-71.4038309
"Joa Take Out","Brazilian",2,3,2,"(508) 872-3312","326 Concord St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.284141,-71.4126771
"Samba West","Japanese",2,63,3.5,"(508) 628-9228","1583 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.297131,-71.4721156
"LibertyÎês Famous Pizza","Pizza",1,29,3.5,"(508) 877-4400","61 Nicholas Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3282363,-71.4033268
"Sepal","Middle Eastern",1,19,3,"(508) 653-9900","1245 Worcester StreetNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"OÎêConnellÎês Pub","American",2,43,5,"(508) 283-1079","700 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2981918,-71.4260899
"Zoup!","Salad",1,46,2.5,"(508) 573-9797","1300D Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2978573,-71.3847106
"Centre Pizza","Pizza",1,22,4.5,"(508) 879-3100","1255 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2986082,-71.4494179
"Star House Chinese","Chinese",1,14,3,"(508) 872-8881","595 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2751815,-71.4227
"The Postern Grille","American",2,8,3,"(508) 270-1906","1657 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2979251,-71.4792005
"Family Style Pizza","Pizza",1,11,3,"(508) 370-7275","41 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2804675,-71.4010508
"Kentucky Fried Chicken/Taco Bell","Fast Food",1,20,3,"(508) 875-1011","149 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3003586,-71.4080669
"Tango Pizza","Pizza",2,7,3.5,"(508) 872-0091","51 Hollis St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2757383,-71.4171484
"Railroad Six Sports Grill & Entertainment","Bars",1,5,2.5,"(508) 875-3942","398 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2768334,-71.416242
"Zippity Do Dog","Food Trucks",1,12,3.5,"(508) 395-2237","160 Speen St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3095251,-71.3837412
"Minado","Japanese",2,602,4,"(508) 647-0495","1282 Worcester RdNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2981664,-71.3819116
"Pizza Wagon","Pizza",1,22,4,"(508) 877-2626","1-B Hamilton St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.321119,-71.3951699
"Framingham Sub Shop & Pizza","Pizza",1,9,3,"(508) 872-1919","193 Concord St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2803653,-71.415833
"LouieÎês restaurant","Seafood",1,2,3,"(508) 309-3036","358 waverly st  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2770861,-71.4145483
"Smashburger","Burgers",2,135,3.5,"(508) 720-0744","1298 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2980576,-71.3840805
"BillÎês Grill","Restaurants",1,109,4,"(508) 872-6301","144 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2789702,-71.4058085
"Ten-Ichi Dynamic Kitchen and Bar","Japanese",2,68,4,"(508) 875-1888","1400 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2980457,-71.392457
"SpallaÎês Chicago Italian Beef","Delis",2,213,3.5,"(508) 653-5553","229 N Main StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.303467,-71.3608155
"Pizzeria Uno","Pizza",1,127,4.5,"(508) 820-0909","235 Old Connecticut Path  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3060049,-71.4011028
"ZitiÎês Italian Trattoria","Italian",2,67,4,"(508) 650-9484","218 Speen StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2923218,-71.3772268
"McDonalds","Fast Food",1,22,2.5,"(508) 879-1650","343 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3028616,-71.4009119
"Sabrina WongÎês III Chinese Food","Chinese",2,17,3,"(508) 788-1212","790 Water St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3288692,-71.4346039
"Krua Thai","Thai",1,7,2.5,"(508) 975-4334","231 N Main StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3035199,-71.3611266
"MacGuffins Bar & Lounge","American",2,65,4.5,"","22 Flutie Pass  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.303146,-71.3908904
"Wasabi","Japanese",1,2,1.5,"(508) 370-7727","1060 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2995504,-71.4404264
"Banana Grill","Restaurants",2,0,3,"(508) 875-4949","290 Worcester Rd  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2981221,-71.4064234
"Cancun","Mexican",2,232,3.5,"(508) 877-8808","1609 Concord St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3244075,-71.3990766
"TyÎês Pies","Pizza",2,2,2,"(508) 875-7375","149 Cochituate Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3003586,-71.4080669
"Sam Way & Pizza","Pizza",2,25,4,"(508) 872-3003","67 Pond StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2554063,-71.4276301
"StoneÎês Public House","American",1,194,4,"(508) 881-1778","179 Main StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2597578,-71.4645946
"Sabor De Minas Restaurant","Brazilian",2,232,3.5,"(508) 875-0202","240 Howard St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2782437,-71.4131759
"Churrascaria Carro de Boi","Brazilian",1,0,2,"(508) 875-1550","47 Beacon St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.299978,-71.408681
"Ashland Ale House","Diners",1,101,3.5,"(508) 861-7780","23 Pond StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2583309,-71.424873
"Mexico City Taqueria","Mexican",2,127,4.5,"(508) 881-3500","1 W Union StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2555496,-71.4677259
"SKYBOKX 109","American",1,112,3,"(508) 903-1600","319 Speen StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3026031,-71.3775834
"The Dudley Chateau","Bars",2,114,4,"(508) 655-0010","20 Crest RdWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.330485,-71.36691
"ItÎês A Dogs Life","Hot Dogs",2,98,4,"(508) 875-6110","102 Fountain St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2758255,-71.4283943
"Boloco","American",1,109,4,"(508) 907-7286","1265 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2997724,-71.3893941
"Three Gorges Chinese","Chinese",1,107,3.5,"(508) 788-0753","45 Nicholas Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3272656,-71.4023019
"GianniÎês","Pizza",3,0,4,"(508) 877-7704","861 Edgell Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3276179,-71.435371
"OgaÎês Japanese Cuisine","Japanese",1,2,4.5,"(508) 653-4338","915 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3000676,-71.3620547
"Nm Caf’©","American",2,10,1.5,"(508) 620-5758","310 Speen StreetNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.303608,-71.3823643
"CaseyÎês Diner","Diners",2,232,3.5,"(508) 655-3761","36 South AveNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2857583,-71.3444314
"Genji Sushi Bars","Sushi Bars",1,2,2.5,"(508) 628-9525","575 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2985466,-71.4210026
"The Pantry","American",2,35,2.5,"(508) 416-1352","1360 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2980649,-71.3888751
"Nicholas Pizza & Seafood","Pizza",1,14,4.5,"(508) 872-3003","740 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.271913,-71.4289916
"Culinary Delights Inc","Delis",2,131,3.5,"(508) 653-5553","229 N Main StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.303467,-71.3608155
"Minerva Indian Cuisine","Indian",2,250,3,"(508) 653-2000","1318 Worcester RdNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2979952,-71.38555
"RiceTheory","Thai",2,97,3.5,"(781) 333-1887","381 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3023883,-71.3403357
"Paani Pure Indian Cuisine","Indian",2,133,4,"(978) 443-8100","621 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3602311,-71.4393103
"China Rose Cuisine","Chinese",2,45,2,"(508) 975-4953","15 E Plain StWayland, MA 01778",1778,140652,140652,13191,"Framingham",42.3210053,-71.3637261
"Asia Bistro","Asian Fusion",2,51,3.5,"(508) 653-8898","195 W Central StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2826216,-71.3830309
"Friendly Pizza","Pizza",2,5,3.5,"(508) 872-3544","125 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2797919,-71.4034443
"FrancoÎês Trattoria","Italian",2,81,2,"(978) 443-3494","365 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3618354,-71.4166078
"Dosa Temple","Vegetarian",2,100,4.5,"(508) 879-6800","59 Pond StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2558864,-71.4283716
"LolaÎês Italian Groceria","Italian",1,93,3.5,"(508) 651-0524","9 Main StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2841385,-71.3476105
"P.F. ChangÎês","Asian Fusion",2,232,3.5,"(508) 651-7724","1245 Worcester St. Ste 4008Natick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"01701 bar","Indian",2,157,3,"","71 Nicholas Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3284403,-71.4051136
"Campania","Restaurants",2,127,4,"(508) 875-8200","672 Waverly St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2731459,-71.42667
"Bullfinchs","American",2,119,2.5,"(978) 443-4094","730 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3606074,-71.4482666
"KellyÎês Restaurant","American",1,5,1.5,"(508) 881-2372","78 Front StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2603154,-71.4627951
"Owen OÎêlearyÎês","Pubs",1,63,3.5,"(508) 481-1714","50 Turnpike RdSouthborough, MA 01772",1772,141459,141459,8435,"Framingham",42.2954284,-71.4998113
"NatalieÎês Italian Kitchen","Italian",1,48,3.5,"(508) 653-8603","319 N Main StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.313296,-71.3597506
"Marathon Deli","Delis",2,232,3.5,"(508) 231-1859","12C W Union StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2548335,-71.4671818
"Cheeseboy","American",1,17,3.5,"(508) 545-0051","1245 Worcester StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3019258,-71.3843794
"Shanghai Tokyo","Chinese",2,101,4,"(508) 651-0818","54 E Central StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2851026,-71.3422585
"Eagles Fraternal Order No 894","Restaurants",1,2,3.5,"(508) 875-8994","55 Park St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2783125,-71.4196554
"Original Pizza of Boston","Fast Food",2,2,3,"(617) 973-7000","Massachusetts Turnpike Rest Stop  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.3240042,-71.4536835
"California Pizza Kitchen","Pizza",2,232,3.5,"(508) 651-1506","1245 Worcester RoadNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.3014462,-71.384198
"Pizza Bella","Pizza",2,79,3,"(508) 881-2100","1 W Union StAshland, MA 01721",1721,91904,91904,14602,"Framingham",42.2555496,-71.4677259
"CorradoÎês Submarine Sandwiches","Sandwiches",1,10,4.5,"(508) 655-3707","7 Middlesex AveNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2853238,-71.3489326
"Soul of India","Indian",1,20,4,"(978) 261-5790","103 Boston Post RdSudbury, MA 01776",1776,152789,152789,16826,"Framingham",42.3629565,-71.3932289
"Brazilian Pizza","Brazilian",2,125,4.5,"(508) 820-2973","151 Concord St  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2794332,-71.4163652
"Shell Point Seafood Co","Seafood",1,48,5,"(508) 788-1770","60R Elm St  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.327232,-71.401345
"Santa Cruz Deli & Creamery","Delis",2,61,3.5,"(508) 229-8500","1007 Boston Post RdMarlborough, MA 01752",1752,71835,71835,36273,"Framingham",42.3509057,-71.4885354
"Chef LouieÎês","Buffets",2,232,3.5,"(508) 460-6261","500 Staples Dr  Framingham, MA 01702",1702,53081,53081,35990,"Framingham",42.2913876,-71.4889834
"Maxwells 148","Italian",3,41,3,"(508) 907-6262","148 E Central StNatick, MA 01760",1760,90673,90673,31763,"Framingham",42.2879644,-71.3343534
"Thai Orchid","Thai",2,121,3.5,"(508) 626-0248","271 Worcester Rd  Framingham, MA 01701",1701,92018,92018,31114,"Framingham",42.2988897,-71.4056627
