time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-06-19T01:14:10.410Z,36.9576667,-120.2741667,7.17,2.01,md,43,65,0.3426,0.13,nc,nc72468521,2015-06-19T03:14:05.015Z,"15km SSW of Fairmead, California",earthquake
2015-06-19T01:13:05.870Z,38.8046684,-122.8178329,3.47,1.35,md,25,128,0.009806,0.02,nc,nc72468516,2015-06-19T01:14:41.650Z,"6km WNW of The Geysers, California",earthquake
2015-06-19T01:06:30.887Z,41.8704,-119.6322,9.7396,1.58,ml,5,221.59,0.147,0.084,nn,nn00499223,2015-06-19T04:59:47.930Z,"72km SE of Lakeview, Oregon",earthquake
2015-06-19T00:56:06.080Z,38.8045006,-122.8178329,3.5,1.21,md,16,132,0.009879,0.02,nc,nc72468506,2015-06-19T00:57:42.550Z,"6km WNW of The Geysers, California",earthquake
2015-06-19T00:55:32.300Z,38.8050003,-122.8180008,3.45,1.39,md,28,109,0.009549,0.02,nc,nc72468496,2015-06-19T00:57:07.500Z,"6km WNW of The Geysers, California",earthquake
2015-06-19T00:45:56.000Z,60.2845,-147.2227,10.1,2.2,ml,,,,1.01,ak,ak11629339,2015-06-19T01:12:52.170Z,"85km WSW of Cordova, Alaska",earthquake
2015-06-19T00:37:33.090Z,33.8885,-116.2091667,10.114,1.16,ml,38,57,0.04736,0.13,ci,ci37403472,2015-06-19T19:06:50.610Z,"18km ENE of Thousand Palms, California",earthquake
2015-06-19T00:35:59.660Z,38.9315,-122.1863333,5.8,1.5,md,8,141,0.1534,0.21,nc,nc72468486,2015-06-19T03:08:11.060Z,"14km SW of Arbuckle, California",earthquake
2015-06-19T00:35:14.020Z,37.512,141.5617,39.63,4.9,mb,,119,0.708,0.99,us,us10002k4j,2015-06-19T08:38:08.871Z,"49km E of Namie, Japan",earthquake
2015-06-19T00:32:43.052Z,37.3234,-114.6563,2.9694,1.11,ml,5,179.68,0.325,0.1142,nn,nn00499264,2015-06-19T16:18:15.847Z,"34km SSW of Caliente, Nevada",earthquake
2015-06-19T00:18:52.390Z,34.0166667,-117.5778333,8.977,2.38,ml,89,21,0.01806,0.15,ci,ci37403464,2015-06-19T19:41:49.028Z,"6km SE of Ontario, California",earthquake
2015-06-19T00:17:52.000Z,62.1968,-149.7015,9.5,1.3,ml,,,,0.4,ak,ak11629335,2015-06-19T00:51:01.643Z,"8km ENE of Y, Alaska",earthquake
2015-06-19T00:11:53.020Z,19.4156666,-155.2711639,12.48,1.75,md,28,55,0.009894,0.23,hv,hv60963126,2015-06-19T00:33:40.600Z,"3km WSW of Volcano, Hawaii",earthquake
2015-06-19T00:09:33.630Z,35.7096667,-120.2626667,12.9,1.26,md,41,36,0.02339,0.06,nc,nc72468476,2015-06-19T17:02:37.593Z,"11km ENE of Shandon, California",earthquake
2015-06-18T23:56:33.010Z,53.5975,160.4783,58.06,4.6,mb,,137,1.238,0.62,us,us10002k4c,2015-06-19T07:59:14.101Z,"136km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake
2015-06-18T23:47:02.970Z,48.4856667,-122.7623333,26.8,1.51,ml,15,72,0.1774,0.22,uw,uw61029887,2015-06-19T04:51:24.320Z,"11km WSW of Anacortes, Washington",earthquake
2015-06-18T23:45:02.000Z,49.491,-119.49,0,2.5,ml,,,,0.96,us,us10002k4a,2015-06-19T08:32:45.235Z,"7km E of Penticton, Canada",earthquake
2015-06-18T23:41:14.080Z,38.8168335,-122.7631683,2.61,1.29,md,17,44,0.01414,0.02,nc,nc72468466,2015-06-18T23:42:47.010Z,"3km W of Cobb, California",earthquake
2015-06-18T23:35:11.977Z,38.3464,-119.3443,8.6358,1.28,ml,5,135.05,0.174,0.0752,nn,nn00499207,2015-06-19T00:05:39.650Z,"14km NW of Bridgeport, California",earthquake
2015-06-18T23:33:24.610Z,37.2968333,-112.6543333,3.56,1.09,ml,6,145,0.31,0.22,uu,uu60114907,2015-06-19T15:09:18.760Z,"29km NNW of Kanab, Utah",earthquake
2015-06-18T23:10:17.130Z,35.8064,-97.4644,7.7,3.3,mb_lg,,39,0.012,0.51,us,us10002k40,2015-06-19T01:49:50.228Z,"8km SSW of Guthrie, Oklahoma",earthquake
2015-06-18T23:07:17.790Z,38.8796667,-122.2155,5.63,1.37,md,6,155,0.1178,0.02,nc,nc72468451,2015-06-20T07:24:37.090Z,"20km SW of Arbuckle, California",earthquake
2015-06-18T23:02:58.080Z,35.7971,-97.5053,6.77,2.9,mb_lg,,40,0.041,0.37,us,us10002k3z,2015-06-19T01:47:51.431Z,"11km SW of Guthrie, Oklahoma",earthquake
2015-06-18T23:02:05.190Z,34.3638333,-117.0241667,0.008,1.31,ml,22,109,0.1048,0.17,ci,ci37403424,2015-06-19T00:05:40.982Z,"10km SSW of Lucerne Valley, California",quarry blast
2015-06-18T23:01:33.112Z,38.4842,-117.8897,0.4016,1.02,ml,5,144.02,0.214,0.0874,nn,nn00499204,2015-06-18T23:19:17.092Z,"42km S of Gabbs, Nevada",earthquake
2015-06-18T22:54:21.530Z,38.8266678,-122.8016663,2.47,1.02,md,19,76,0.007336,0.03,nc,nc72468441,2015-06-18T22:55:56.680Z,"6km W of Cobb, California",earthquake
2015-06-18T22:46:29.000Z,53.5727,-165.0794,55.7,1.9,ml,,,,0.34,ak,ak11629327,2015-06-18T23:20:26.730Z,"77km SE of Akutan, Alaska",earthquake
2015-06-18T22:35:07.910Z,19.3998333,-155.282,1.01,2.01,ml,13,62,0.009053,0.31,hv,hv60963071,2015-06-18T23:30:14.910Z,"5km SW of Volcano, Hawaii",earthquake
2015-06-18T22:27:07.390Z,33.6668333,-116.929,16.272,1.28,ml,41,40,0.02065,0.12,ci,ci37403384,2015-06-18T23:53:31.590Z,"10km SSW of Valle Vista, California",earthquake
2015-06-18T21:55:28.400Z,43.2271667,-123.262,0.01,1.42,md,7,138,0.1089,0.13,uw,uw61029857,2015-06-18T22:52:14.270Z,"5km SE of Roseburg North, Oregon",explosion
2015-06-18T21:50:15.130Z,37.0628333,-117.354,5.342,1.39,ml,12,133,0.06338,0.27,ci,ci37403376,2015-06-18T23:14:51.656Z,"54km NNW of Stovepipe Wells, California",earthquake
2015-06-18T21:44:01.000Z,62.8302,-149.5696,74.5,1.2,ml,,,,0.52,ak,ak11629317,2015-06-18T22:55:17.541Z,"62km NNE of Talkeetna, Alaska",earthquake
2015-06-18T21:36:59.190Z,33.1955,-116.0315,9.564,1.29,ml,35,57,0.09264,0.21,ci,ci37403368,2015-06-18T23:25:46.110Z,"11km ENE of Ocotillo Wells, California",earthquake
2015-06-18T21:35:49.000Z,61.5502,-150.9933,69.2,1.2,ml,,,,0.37,ak,ak11629269,2015-06-18T22:55:18.934Z,"55km W of Big Lake, Alaska",earthquake
2015-06-18T21:21:38.000Z,63.0766,-151.4347,0.2,1.4,ml,,,,0.67,ak,ak11629266,2015-06-18T21:45:02.410Z,"107km NW of Talkeetna, Alaska",earthquake
2015-06-18T21:21:11.980Z,71.5224,11.0348,10,4.3,mb,,88,5.231,1.06,us,us10002k3c,2015-06-19T05:23:38.910Z,"Norwegian Sea",earthquake
2015-06-18T21:18:51.000Z,49.4776667,-120.5265,0.01,2.19,md,9,218,0.6158,0.48,uw,uw61029822,2015-06-18T23:54:52.580Z,"2km NNW of Princeton, Canada",explosion
2015-06-18T21:15:18.860Z,39.4888333,-122.9496667,10.63,1.47,md,17,64,0.01591,0.05,nc,nc72468411,2015-06-19T02:09:20.000Z,"33km NE of Redwood Valley, California",earthquake
2015-06-18T21:15:04.890Z,36.0405,-117.366,3.338,1.99,ml,33,55,0.1012,0.17,ci,ci37403312,2015-06-19T05:17:41.135Z,"31km N of Searles Valley, California",earthquake
2015-06-18T21:03:47.440Z,34.0228333,-117.2261667,16.856,1.4,ml,53,53,0.09531,0.13,ci,ci37403304,2015-06-18T23:43:26.430Z,"4km SE of Loma Linda, California",earthquake
2015-06-18T21:03:32.690Z,35.8383333,-119.8481667,7.56,1.76,md,46,171,0.09125,0.12,nc,nc72468401,2015-06-19T03:06:29.009Z,"21km SSE of Kettleman City, California",earthquake
2015-06-18T20:46:16.060Z,33.869,-117.5003333,0.59,1.53,ml,47,39,0.05097,0.18,ci,ci37403288,2015-06-19T00:03:06.932Z,"2km ESE of Home Gardens, California",quarry blast
2015-06-18T20:33:02.000Z,59.5541,-152.7508,89.2,1.5,ml,,,,0.38,ak,ak11629260,2015-06-18T21:19:00.126Z,"57km WSW of Anchor Point, Alaska",earthquake
2015-06-18T20:31:13.700Z,46.815,-111.9595,1.2,1,mc,18,190.799984736001,0.1356456,0.13,mb,mb15044256,2015-06-19T20:09:07.900Z,"12km NE of Helena Valley Northwest, Montana",earthquake
2015-06-18T20:19:34.000Z,65.4768,-149.917,0.1,1.8,ml,,,,0.62,ak,ak11629210,2015-06-18T20:55:12.895Z,"62km NNE of Manley Hot Springs, Alaska",earthquake
2015-06-18T20:10:03.000Z,63.1752,-150.5729,109.6,1.5,ml,,,,1.32,ak,ak11629208,2015-06-18T20:29:18.900Z,"84km WSW of Cantwell, Alaska",earthquake
2015-06-18T20:09:59.021Z,37.276,-114.6339,6.0165,1.09,ml,9,107.74,0.357,0.0945,nn,nn00499126,2015-06-18T20:40:55.168Z,"39km SSW of Caliente, Nevada",earthquake
2015-06-18T19:48:38.600Z,18.8369,-66.5114,44,2.6,Md,12,226.8,0.3584278,0.27,pr,pr15169008,2015-06-19T03:51:18.927Z,"41km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-06-18T19:43:36.000Z,62.9685,-151.0363,124.6,1.7,ml,,,,0.61,ak,ak11629205,2015-06-18T20:29:17.820Z,"86km NNW of Talkeetna, Alaska",earthquake
2015-06-18T19:24:28.300Z,46.9666,-112.7708,12.4,1.2,mc,22,129.599989632001,0.182358,0.14,mb,mb15193903,2015-06-19T18:04:37.250Z,"6km W of Lincoln, Montana",earthquake
2015-06-18T19:20:51.400Z,46.7968,-112.1835,8.6,1,mc,16,129.599989632001,0.1113911,0.12,mb,mb15667752,2015-06-19T18:04:33.055Z,"11km NW of Helena Valley Northwest, Montana",earthquake
2015-06-18T19:15:31.240Z,-6.8801,129.9781,124.47,4,mb,,100,1.707,0.33,us,us10002k2n,2015-06-19T03:18:29.292Z,"189km NW of Saumlaki, Indonesia",earthquake
2015-06-18T19:01:35.000Z,62.3515,-149.6721,44.5,1.5,ml,,,,0.47,ak,ak11629180,2015-06-18T19:45:40.917Z,"22km E of Talkeetna, Alaska",earthquake
2015-06-18T18:56:39.510Z,-6.0583,149.0736,41.6,4.7,mb,,45,3.593,0.9,us,us10002k2i,2015-06-19T02:59:10.420Z,"55km WNW of Kandrian, Papua New Guinea",earthquake
2015-06-18T18:36:13.000Z,51.9689,-171.7454,25.6,2.5,ml,,,,0.75,ak,ak11629110,2015-06-19T02:38:40.742Z,"66km SSW of Amukta Island, Alaska",earthquake
2015-06-18T18:31:38.600Z,46.7983,-112.1905,10.6,3,mc,25,129.599989632001,0.1077978,0.26,mb,mb15196752,2015-06-19T18:43:28.040Z,"11km NW of Helena Valley Northwest, Montana",earthquake
2015-06-18T18:07:00.740Z,46.1883333,-120.7235,0.02,1.4,md,6,252,0.1626,0.25,uw,uw60111808,2015-06-18T18:24:52.410Z,"37km SW of Wapato, Washington",earthquake
2015-06-18T18:06:47.000Z,62.6671,-151.9273,3.9,1.7,ml,,,,0.71,ak,ak11629105,2015-06-18T18:31:20.320Z,"101km WNW of Talkeetna, Alaska",earthquake
2015-06-18T18:05:26.210Z,33.0346667,-114.9765,3.1,1.77,ml,9,100,0.06229,0.23,ci,ci37403184,2015-06-18T18:27:10.932Z,"44km NNW of Los Algodones, B.C., MX",earthquake
2015-06-18T18:03:02.040Z,46.2805,-122.5765,0.01,1.72,ml,13,212,0.1645,0.15,uw,uw61029527,2015-06-18T18:15:41.620Z,"25km E of Castle Rock, Washington",explosion
2015-06-18T18:01:28.240Z,40.2033333,-121.3418333,9.26,2.76,md,56,70,0.1496,0.13,nc,nc72468346,2015-06-19T06:17:19.574Z,"16km SW of Chester, California",earthquake
2015-06-18T17:47:31.480Z,46.1495,-120.698,12.59,3.13,ml,35,48,0.1786,0.22,uw,uw61029517,2015-06-18T20:36:19.554Z,"37km NNE of Goldendale, Washington",earthquake
2015-06-18T17:46:45.840Z,40.136,-123.8313333,22.77,1.44,md,18,80,0.1018,0.11,nc,nc72468336,2015-06-19T02:28:29.220Z,"1km NNW of Redway, California",earthquake
2015-06-18T17:30:13.390Z,36.4125,-120.3641667,9.51,1.94,md,43,120,0.07674,0.11,nc,nc72468326,2015-06-19T02:29:59.900Z,"26km SW of San Joaquin, California",earthquake
2015-06-18T17:27:58.590Z,36.4235,-120.3508333,8.08,2.03,md,58,73,0.08893,0.15,nc,nc72468321,2015-06-19T02:30:50.817Z,"24km SW of San Joaquin, California",earthquake
2015-06-18T17:12:15.510Z,36.4083333,-120.3595,9.63,2.18,md,51,118,0.07293,0.1,nc,nc72468316,2015-06-18T22:43:04.900Z,"26km SW of San Joaquin, California",earthquake
2015-06-18T17:09:17.690Z,46.9648333,-120.4056667,0.01,2.19,ml,8,120,0.1239,0.22,uw,uw61029477,2015-06-18T17:29:24.532Z,"2km SSE of Kittitas, Washington",explosion
2015-06-18T17:08:14.110Z,35.0548333,-118.3478333,0.01,1.88,ml,8,80,0.06429,0.1,ci,ci37403136,2015-06-18T18:23:30.896Z,"13km SE of Tehachapi, California",quarry blast
2015-06-18T17:02:57.280Z,35.149,-118.4016667,0.01,1.26,ml,15,43,0.1428,0.15,ci,ci37403120,2015-06-18T18:07:43.865Z,"5km ENE of Tehachapi, California",quarry blast
2015-06-18T16:58:42.690Z,12.6728,-87.9324,71.12,4.7,mb,,133,0.861,1.06,us,us10002k0d,2015-06-18T21:01:48.561Z,"52km W of Jiquilillo, Nicaragua",earthquake
2015-06-18T16:22:31.910Z,19.3863333,-155.6096667,6.56,1.27,md,36,70,0.02352,0.11,hv,hv60962806,2015-06-18T21:21:13.240Z,"24km NW of Pahala, Hawaii",earthquake
2015-06-18T15:56:22.510Z,-21.5157,-68.5536,135.58,4.5,mb,,95,0.698,1.05,us,us10002jzk,2015-06-18T23:58:50.314Z,"112km NNE of Calama, Chile",earthquake
2015-06-18T15:44:30.980Z,34.0538333,-117.2785,14.93,1.22,ml,49,83,0.0898,0.15,ci,ci37402984,2015-06-18T18:04:29.810Z,"2km WNW of Loma Linda, California",earthquake
2015-06-18T15:38:43.500Z,18.9843,-65.4735,58,3,Md,11,216,0.69619435,0.2,pr,pr15169007,2015-06-18T23:41:26.490Z,"72km NNE of Luquillo, Puerto Rico",earthquake
2015-06-18T15:20:31.000Z,19.079,-65.471,51,3.2,Md,5,226.8,0.87406077,0.2,pr,pr15169006,2015-06-18T23:23:24.720Z,"81km NNE of Vieques, Puerto Rico",earthquake
2015-06-18T14:18:35.000Z,63.2774,-150.4899,126.6,1.1,ml,,,,0.29,ak,ak11628863,2015-06-18T18:07:40.417Z,"78km W of Cantwell, Alaska",earthquake
2015-06-18T14:07:48.810Z,33.3193333,-116.2813333,11.45,1.59,ml,50,34,0.1247,0.19,ci,ci37402912,2015-06-18T17:32:45.736Z,"11km NE of Borrego Springs, California",earthquake
2015-06-18T13:54:01.120Z,38.7726667,-122.904,3.46,1.02,md,35,68,0.04305,0.05,nc,nc72468266,2015-06-20T00:55:17.410Z,"10km ESE of Cloverdale, California",earthquake
2015-06-18T13:47:12.895Z,37.2971,-114.6458,3.6212,1.63,ml,17,103.27,0.341,0.169,nn,nn00499051,2015-06-18T15:24:31.824Z,"37km SSW of Caliente, Nevada",earthquake
2015-06-18T13:40:25.000Z,62.8852,-150.4932,91.2,1.2,ml,,,,0.45,ak,ak11628825,2015-06-18T14:06:11.158Z,"65km NNW of Talkeetna, Alaska",earthquake
2015-06-18T13:37:07.440Z,19.1285,-155.4190063,41.29,2.17,md,10,244,0.04876,0.1,hv,hv60962756,2015-06-18T19:20:35.750Z,"10km SE of Pahala, Hawaii",earthquake
2015-06-18T13:29:12.870Z,39.563,-121.2343333,16.69,1.52,md,11,140,0.05857,0.07,nc,nc72468246,2015-06-19T02:20:54.100Z,"11km NNE of Challenge-Brownsville, California",earthquake
2015-06-18T13:23:05.040Z,19.0090008,-155.470993,51.28,2.46,md,7,213,0.1459,0.09,hv,hv60962741,2015-06-18T19:09:56.910Z,"21km S of Pahala, Hawaii",earthquake
2015-06-18T13:21:02.800Z,19.1051674,-155.463501,41.5,2.52,md,21,178,0.05,0.12,hv,hv60962736,2015-06-18T21:23:34.308Z,"11km S of Pahala, Hawaii",earthquake
2015-06-18T13:18:31.770Z,19.0355,-155.6,7.47,1.46,md,39,169,0.08512,0.55,hv,hv60962731,2015-06-18T17:16:05.150Z,"17km ESE of Hawaiian Ocean View, Hawaii",earthquake
2015-06-18T12:56:14.640Z,33.8703333,-117.6588333,2.93,2.48,ml,86,27,0.05548,0.21,ci,ci37402872,2015-06-18T23:12:10.273Z,"8km W of Corona, California",earthquake
2015-06-18T12:52:44.000Z,61.284,-152.178,0,1.6,ml,,,,0.39,ak,ak11628822,2015-06-18T13:25:33.231Z,"81km NW of Nikiski, Alaska",earthquake
2015-06-18T12:09:54.750Z,36.5101667,-118.358,6.86,2.1,ml,26,55,0.2347,0.14,ci,ci37402848,2015-06-18T20:12:31.741Z,"27km WSW of Lone Pine, California",earthquake
2015-06-18T11:33:25.520Z,36.5873333,-121.1211667,7.34,1.24,md,22,58,0.05685,0.07,nc,nc72468201,2015-06-18T17:34:17.330Z,"25km NE of Soledad, California",earthquake
2015-06-18T10:48:58.990Z,-11.376,163.2671,30.45,4.7,mb,,85,3.79,0.94,us,us10002jym,2015-06-18T18:51:28.091Z,"179km SE of Kirakira, Solomon Islands",earthquake
2015-06-18T10:38:11.280Z,37.5128333,-118.7398333,12.07,1.17,md,29,85,0.02898,0.05,nc,nc72468191,2015-06-18T17:42:20.770Z,"25km SE of Mammoth Lakes, California",earthquake
2015-06-18T10:12:32.000Z,60.1238,-140.7498,5.2,1.6,ml,,,,0.73,ak,ak11628753,2015-06-18T10:48:01.648Z,"86km NW of Yakutat, Alaska",earthquake
2015-06-18T10:08:26.440Z,37.7726667,-121.995,8.21,1.31,md,19,85,0.06537,0.05,nc,nc72468181,2015-06-18T17:18:44.130Z,"1km WSW of San Ramon, California",earthquake
2015-06-18T09:45:58.170Z,38.8315,-122.789,2.65,1.54,md,40,49,0.006978,0.04,nc,nc72468161,2015-06-19T00:18:48.040Z,"5km W of Cobb, California",earthquake
2015-06-18T09:45:08.443Z,38.4415,-119.2647,10.7665,1.16,ml,6,187.4,0.15,0.0684,nn,nn00499220,2015-06-19T01:07:49.101Z,"20km N of Bridgeport, California",earthquake
2015-06-18T09:43:34.970Z,34.5435,-118.8625,1.409,1.68,ml,45,54,0.1025,0.26,ci,ci37402816,2015-06-19T19:19:15.760Z,"16km NNW of Piru, California",earthquake
2015-06-18T09:33:25.830Z,38.9918,-116.1309,0,1.34,ml,7,176.4,0.771,0.1551,nn,nn00499044,2015-06-19T01:04:17.620Z,"59km SSW of Eureka, Nevada",earthquake
2015-06-18T09:10:48.070Z,42.7807,-100.4825,5,3.3,mb_lg,,38,1.283,1.34,us,us10002jxn,2015-06-18T22:28:04.281Z,"11km SSE of Valentine, Nebraska",earthquake
2015-06-18T08:51:06.000Z,60.2635,-151.0175,72.9,1.6,ml,,,,0.76,ak,ak11628648,2015-06-18T17:21:25.611Z,"19km SE of Cohoe, Alaska",earthquake
2015-06-18T08:38:51.323Z,38.4526,-119.2641,10.7814,1.08,ml,8,167.78,0.146,0.1418,nn,nn00499218,2015-06-19T00:59:24.133Z,"22km N of Bridgeport, California",earthquake
2015-06-18T08:28:57.750Z,21.6869,143.0898,298.81,5,mb,,97,5.447,0.75,us,us10002jxj,2015-06-18T16:31:26.091Z,"226km NW of Farallon de Pajaros, Northern Mariana Islands",earthquake
2015-06-18T08:27:09.880Z,40.2463333,-124.1783333,10.55,2.2,md,22,101,0.006768,0.15,nc,nc72468136,2015-06-18T20:07:05.459Z,"28km SSW of Rio Dell, California",earthquake
2015-06-18T08:16:28.550Z,33.0528333,-116.1841667,5.97,1.11,ml,36,72,0.1482,0.27,ci,ci37402792,2015-06-18T19:35:31.681Z,"11km SSW of Ocotillo Wells, California",earthquake
2015-06-18T08:16:00.000Z,18.409,-67.593,15,2.2,Md,4,331.2,0.11049278,0.34,pr,pr15169005,2015-06-18T14:35:32.556Z,"37km WNW of Rincon, Puerto Rico",earthquake
2015-06-18T08:04:22.390Z,36.6465,-121.1553333,9.34,1.25,md,31,99,0.04928,0.2,nc,nc72468111,2015-06-18T22:46:12.999Z,"26km SE of Ridgemark, California",earthquake
2015-06-18T07:50:37.300Z,18.6406,-66.8265,13,2.8,Md,12,230.4,0.3000373,0.28,pr,pr15169002,2015-06-18T15:53:08.748Z,"17km N of Hatillo, Puerto Rico",earthquake
2015-06-18T07:46:18.666Z,37.312,-114.6551,5.649,1.87,ml,12,131.7,0.329,0.209,nn,nn00499042,2015-06-18T13:02:01.605Z,"35km SSW of Caliente, Nevada",earthquake
2015-06-18T07:28:56.100Z,-19.1431,169.6001,30.63,5.1,mb,,81,2.751,0.79,us,us10002jx7,2015-06-18T15:31:28.255Z,"57km NE of Isangel, Vanuatu",earthquake
2015-06-18T07:24:34.840Z,32.976,-116.42,8.605,1.01,ml,24,71,0.08379,0.2,ci,ci37402784,2015-06-18T12:50:03.919Z,"20km NNE of Pine Valley, California",earthquake
2015-06-18T07:23:20.400Z,19.8411,-66.125,25,3.3,Md,10,291.6,1.5810349,0.21,pr,pr15169004,2015-06-18T15:25:47.293Z,"152km N of San Juan, Puerto Rico",earthquake
2015-06-18T07:19:35.700Z,18.8276,-67.4765,4,2.9,Md,9,219.6,0.44017449,0.18,pr,pr15169003,2015-06-18T15:22:16.872Z,"54km NW of San Antonio, Puerto Rico",earthquake
2015-06-18T06:58:26.570Z,33.9395,-116.037,3.994,1.06,ml,16,66,0.06895,0.27,ci,ci37402768,2015-06-18T12:51:18.527Z,"22km S of Twentynine Palms, California",earthquake
2015-06-18T06:51:02.000Z,63.2519,-152.2069,10.7,2.3,ml,,,,1.01,ak,ak11628603,2015-06-18T07:10:26.173Z,"148km NW of Talkeetna, Alaska",earthquake
2015-06-18T06:47:58.430Z,40.375,-124.4926667,17.74,1.82,md,13,281,0.1553,0.1,nc,nc72468091,2015-06-18T18:15:26.480Z,"29km SW of Ferndale, California",earthquake
2015-06-18T06:45:05.000Z,61.3154,-146.7734,13.6,1.9,ml,,,,0.82,ak,ak11628577,2015-06-18T07:10:25.305Z,"30km NW of Valdez, Alaska",earthquake
2015-06-18T06:30:25.460Z,37.6345,-121.691,6.64,2.11,md,47,90,0.05382,0.11,nc,nc72468086,2015-06-21T00:28:42.337Z,"8km SE of Livermore, California",earthquake
2015-06-18T05:59:28.880Z,33.9635,-116.7916667,18.199,1.27,ml,40,67,0.07271,0.2,ci,ci37402744,2015-06-18T12:52:21.099Z,"5km N of Cabazon, California",earthquake
2015-06-18T05:46:27.000Z,61.0563,-152.3751,109,1.7,ml,,,,0.75,ak,ak11628557,2015-06-18T06:03:13.074Z,"66km NNE of Redoubt Volcano, Alaska",earthquake
2015-06-18T05:32:36.700Z,40.2928333,-124.4328333,20.83,2.18,md,14,254,0.1173,0.12,nc,nc72468076,2015-06-19T02:44:04.551Z,"34km SSW of Ferndale, California",earthquake
2015-06-18T05:14:24.790Z,38.3556667,-122.4,8.28,1.33,md,23,162,0.04708,0.08,nc,nc72468071,2015-06-19T02:59:08.240Z,"6km SW of Yountville, California",earthquake
2015-06-18T04:50:04.200Z,37.6096667,-122.0108333,3.84,1.16,md,18,71,0.03572,0.07,nc,nc72468061,2015-06-19T02:56:37.350Z,"1km NNE of Union City, California",earthquake
2015-06-18T04:19:48.000Z,61.5414,-146.4393,15.2,2.3,ml,,,,0.97,ak,ak11628528,2015-06-18T04:48:17.310Z,"46km N of Valdez, Alaska",earthquake
2015-06-18T04:06:04.231Z,37.8942,-116.1054,8.3571,1.18,ml,9,188.55,0.612,0.1775,nn,nn00499038,2015-06-18T15:53:04.587Z,"40km SE of Warm Springs, Nevada",earthquake
2015-06-18T03:52:41.180Z,36.7965,-121.5255,6.37,2.1,md,50,39,0.02995,0.08,nc,nc72468046,2015-06-18T19:25:05.341Z,"5km SSE of San Juan Bautista, California",earthquake
2015-06-18T03:32:22.460Z,33.2703333,-116.7898333,10.67,2.61,ml,95,20,0.04303,0.22,ci,ci37402688,2015-06-18T20:35:51.567Z,"4km NW of Lake Henshaw, California",earthquake
2015-06-18T03:30:41.860Z,38.354,-122.3911667,9.05,1.47,md,28,121,0.05358,0.08,nc,nc72468026,2015-06-19T02:54:06.330Z,"5km SSW of Yountville, California",earthquake
2015-06-18T03:23:23.210Z,38.8413315,-122.8249969,2.47,1.35,md,30,42,0.008638,0.03,nc,nc72468011,2015-06-18T03:24:55.990Z,"9km WNW of Cobb, California",earthquake
2015-06-18T03:21:46.100Z,19.4568,-65.8295,40,3.2,Md,8,280.8,1.17769134,0.25,pr,pr15169001,2015-06-18T11:24:29.480Z,"113km NNE of San Juan, Puerto Rico",earthquake
2015-06-18T03:11:45.580Z,33.6253333,-116.6746667,14.485,1.11,ml,40,49,0.0516,0.14,ci,ci37402672,2015-06-18T12:52:54.330Z,"8km N of Anza, California",earthquake
2015-06-18T03:08:41.360Z,38.7655,-122.7416667,2.63,1.23,md,39,68,0.01295,0.04,nc,nc72467971,2015-06-19T07:05:22.343Z,"1km SE of The Geysers, California",earthquake
2015-06-18T02:43:06.570Z,32.9673333,-115.9,8.07,1.29,ml,27,51,0.06486,0.19,ci,ci37402640,2015-06-18T14:52:23.286Z,"27km WSW of Westmorland, California",earthquake
2015-06-18T02:35:50.910Z,33.6275,-116.6755,14.895,1.13,ml,42,31,0.05376,0.16,ci,ci37402616,2015-06-18T12:53:02.060Z,"8km N of Anza, California",earthquake
2015-06-18T02:35:24.850Z,33.626,-116.6728333,14.69,1.04,ml,26,85,0.0428,0.1,ci,ci37133460,2015-06-18T14:29:28.705Z,"8km N of Anza, California",earthquake
2015-06-18T02:35:16.350Z,33.625,-116.6773333,14.67,1.28,ml,35,56,0.04388,0.11,ci,ci37133452,2015-06-18T14:23:07.326Z,"8km N of Anza, California",earthquake
2015-06-18T02:34:23.280Z,32.9726667,-115.8958333,8.08,1.31,ml,24,76,0.06273,0.16,ci,ci37402584,2015-06-18T13:55:49.677Z,"27km WSW of Westmorland, California",earthquake
2015-06-18T02:02:13.000Z,65.1827,-150.1703,3,1.2,ml,,,,0.45,ak,ak11628483,2015-06-18T02:29:50.904Z,"29km NE of Manley Hot Springs, Alaska",earthquake
2015-06-18T01:45:47.860Z,2.775,128.5256,212.9,5.3,mb,,89,2.302,1.13,us,us10002jvs,2015-06-18T09:48:25.269Z,"129km NNE of Tobelo, Indonesia",earthquake
2015-06-18T01:17:02.000Z,62.216,-149.6709,17.9,1.5,ml,,,,0.82,ak,ak11628473,2015-06-18T01:45:42.828Z,"11km ENE of Y, Alaska",earthquake
2015-06-18T01:09:17.430Z,33.2683333,-116.2291667,11.46,1.35,ml,47,45,0.1294,0.19,ci,ci37402536,2015-06-18T13:46:07.754Z,"14km E of Borrego Springs, California",earthquake
2015-06-18T00:27:27.370Z,38.8081665,-122.8205032,2.66,1.8,md,33,57,0.006814,0.03,nc,nc72467846,2015-06-18T00:29:01.660Z,"6km WNW of The Geysers, California",earthquake
2015-06-18T00:24:49.200Z,18.8285,-64.2204,39,2.8,Md,5,345.6,0.14462876,0.03,pr,pr15169000,2015-06-18T08:27:17.163Z,"61km NE of Road Town, British Virgin Islands",earthquake
