address,description,lat,lon,media_url,requested_datetime,service_code,service_name,service_request_id,status,status_notes,token,updated_datetime
"262-298 Old Colony Ave, Boston",Another photo,42.32999664,-71.05252954,https://mayors24.cityofboston.gov/attachments/report/4cdbf0620882cf0b780000d3/photo/other.jpg,11/11/10 8:32,4e658b2821ecf3e0a900003e,Other,101000199302,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdbf0620882cf0b780000d3,11/15/10 12:44
"129 St Botolph St, Boston",Alley 402,42.34419702,-71.08211214,https://mayors24.cityofboston.gov/attachments/report/4cdbf1f70882cf0b780000e0/photo/pothole.jpg,11/11/10 8:39,4e658b2821ecf3e0a9000029,Pothole,101000199303,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdbf1f70882cf0b780000e0,11/12/10 15:32
N42.35 E71.08,Overflowing commercial dumpsters on Public Alley 441 near intersection with Exeter St.,42.34965423,-71.08096944,https://mayors24.cityofboston.gov/attachments/report/4cdbff140882cf0b780000db/photo/other.jpg,11/11/10 9:35,4e658b2821ecf3e0a900003e,Other,101000199310,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdbff140882cf0b780000db,11/15/10 12:44
N42.35 E71.08,In Alley 423,42.35321211,-71.07578526,https://mayors24.cityofboston.gov/attachments/report/4cdc01e20882cf0b780000e7/photo/pothole.jpg,11/11/10 9:46,4e658b2821ecf3e0a9000029,Pothole,101000199315,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdc01e20882cf0b780000e7,11/12/10 15:31
N42.35 E71.08,Alley 416,42.351783,-71.0846167,https://mayors24.cityofboston.gov/attachments/report/4cdc0afa0882cf0b78000109/photo/pothole.jpg,11/11/10 10:25,4e658b2821ecf3e0a9000029,Pothole,101000199321,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdc0afa0882cf0b78000109,11/11/10 11:57
,Alley 425,42.35229995,-71.07898222,https://mayors24.cityofboston.gov/attachments/report/4cdc0fa50882cf0b780000ce/photo/pothole.jpg,11/11/10 10:45,4e658b2821ecf3e0a9000029,Pothole,101000199324,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdc0fa50882cf0b780000ce,11/12/10 15:31
N42.35 E71.13,Trash on sidewalk,42.35452983,-71.13056561,https://mayors24.cityofboston.gov/attachments/report/4cdc10c30882cf0b780000d4/photo/other.jpg,11/11/10 10:50,4e658b2821ecf3e0a900003e,Other,101000199327,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdc10c30882cf0b780000d4,11/15/10 15:37
N42.32 E71.09,Abandoned tv; street cleaning.,42.32242547,-71.0924911,https://mayors24.cityofboston.gov/attachments/report/4cdc15f10882cf0b78000123/photo/other.jpg,11/11/10 11:12,4e658b2821ecf3e0a900003e,Other,101000199334,closed,resolved: ,4cdc15f10882cf0b78000123,11/12/10 12:23
"131-143 F St, Boston",On the corner of west broadway and F Street there is graffiti on the side of the building that CVS drug store is in.,42.33664603,-71.04791705,https://mayors24.cityofboston.gov/attachments/report/4cdc16f80882cf0b780000e1/photo/graffiti.jpg,11/11/10 11:16,4e658b2821ecf3e0a900002f,Graffiti,101000199335,open,,4cdc16f80882cf0b780000e1,11/11/10 11:17
,,42.31213611,-71.09340334,https://mayors24.cityofboston.gov/attachments/report/4cdc18280882cf0b780000e6/photo/pothole.jpg,11/11/10 11:22,4e658b2821ecf3e0a9000029,Pothole,101000199336,closed,resolved: ,4cdc18280882cf0b780000e6,11/12/10 14:37
"110 Maywood St, Boston",,42.31615287,-71.07858988,https://mayors24.cityofboston.gov/attachments/report/4cdc1bd40882cf0b780000ec/photo/pothole.jpg,11/11/10 11:37,4e658b2821ecf3e0a9000029,Pothole,101000199337,closed,resolved: ,4cdc1bd40882cf0b780000ec,11/12/10 14:37
N42.32 E71.08,Edgewood Street sign missing,42.31743902,-71.07810347,https://mayors24.cityofboston.gov/attachments/report/4cdc1c790882cf0b780000f2/photo/other.jpg,11/11/10 11:40,4e658b2821ecf3e0a900003e,Other,101000199338,open,,4cdc1c790882cf0b780000f2,11/11/10 11:40
N42.32 E71.08,,42.31839561,-71.08050108,https://mayors24.cityofboston.gov/attachments/report/4cdc1ce50882cf0b780000f7/photo/pothole.jpg,11/11/10 11:42,4e658b2821ecf3e0a9000029,Pothole,101000199339,closed,resolved: ,4cdc1ce50882cf0b780000f7,11/12/10 14:36
"1020 Dorchester Ave, Boston",,42.31620513,-71.056586,https://mayors24.cityofboston.gov/attachments/report/4cdc568f0882cf0b780000dd/photo/graffiti.jpg,11/11/10 15:48,4e658b2821ecf3e0a900002f,Graffiti,101000199376,open,,4cdc568f0882cf0b780000dd,11/11/10 15:48
N42.35 E71.06,"Traffic signal dead, all lights. Base plate removed. Wires exposed. Intersection is in front of Quincy school where kids cross. Urgent. Thanks.",42.3483388,-71.06414317,https://mayors24.cityofboston.gov/attachments/report/4cdc66bf0882cf0b780000f7/photo/other.jpg,11/11/10 16:57,4e658b2821ecf3e0a900003e,Other,101000199385,closed,resolved: ,4cdc66bf0882cf0b780000f7,11/16/10 7:33
N42.36 E71.07,Pothole inbound Storrow Drive right after you come out of tunnel.,42.3574439,-71.07272629,https://mayors24.cityofboston.gov/attachments/report/4cdc88490882cf0b78000134/photo/pothole.jpg,11/11/10 19:20,4e658b2821ecf3e0a9000029,Pothole,101000199405,closed,referred: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdc88490882cf0b78000134,11/14/10 22:19
"6 Hudson St, Boston","Trash and debris in vacant lot at 6 Hudson adjacent to playground. Chain link fence fallen down so it is being used as a makeshift toilet area. 4 weeks old. In the past, volunteers in the neighborhood have tried to keep the lot clean because owner does not manage the space, but we can't keep up with the trash that accumulates when fence is down. Thanks for your help.",42.35084139,-71.05987238,https://mayors24.cityofboston.gov/attachments/report/4cdd3b300882cf1268000003/photo/other.jpg,11/12/10 8:03,4e658b2821ecf3e0a900003e,Other,101000199437,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdd3b300882cf1268000003,11/16/10 10:43
"79-99 Anderson St, Boston","Paving work being done on Anderson st. On beacon hill, but they haven't even swept or cleaned the street first - how is the job going to hold up if they pave over leaves, trash, etc????",42.35898194,-71.06771536,https://mayors24.cityofboston.gov/attachments/report/4cdd433e0882cf126800000a/photo/other.jpg,11/12/10 8:38,4e658b2821ecf3e0a900003e,Other,101000199451,open,,4cdd433e0882cf126800000a,11/12/10 8:38
N42.36 E71.07,Small AC left on sidewalk in front of 80 Mt Vernon Street.  Please dispose.,42.35801274,-71.06815374,https://mayors24.cityofboston.gov/attachments/report/4cdd46de0882cf1268000001/photo/other.jpg,11/12/10 8:53,4e658b2821ecf3e0a900003e,Other,101000199464,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdd46de0882cf1268000001,11/15/10 12:46
"15 Thacher St, Boston",,42.36536102,-71.05692962,https://mayors24.cityofboston.gov/attachments/report/4cdd47560882cf126800000c/photo/pothole.jpg,11/12/10 8:55,4e658b2821ecf3e0a9000029,Pothole,101000199468,closed,resolved: ,4cdd47560882cf126800000c,11/17/10 15:12
N42.37 E71.05,,42.36532992,-71.05292935,https://mayors24.cityofboston.gov/attachments/report/4cdd48730882cf1268000006/photo/pothole.jpg,11/12/10 9:00,4e658b2821ecf3e0a9000029,Pothole,101000199474,closed,resolved: ,4cdd48730882cf1268000006,11/17/10 15:12
N42.36 E71.07,,42.36143475,-71.06696553,https://mayors24.cityofboston.gov/attachments/report/4cdd54600882cf1268000006/photo/pothole.jpg,11/12/10 9:51,4e658b2821ecf3e0a9000029,Pothole,101000199529,closed,resolved: ,4cdd54600882cf1268000006,11/18/10 11:12
N42.36 E71.06,Sunken casting,42.36234924,-71.06473368,https://mayors24.cityofboston.gov/attachments/report/4cdd54e00882cf1268000012/photo/other.jpg,11/12/10 9:53,4e658b2821ecf3e0a900003e,Other,101000199531,open,,4cdd54e00882cf1268000012,11/12/10 9:53
N42.34 E71.08,Broken street lamp behind 54 Rutland square. In alley.,42.34212962,-71.0793142,https://mayors24.cityofboston.gov/attachments/report/4cdd7a780882cf1268000006/photo/streetlight.jpg,11/12/10 12:33,4e658b2821ecf3e0a900002b,Streetlight,101000199644,closed,resolved: completed 11/15/10,4cdd7a780882cf1268000006,11/16/10 8:06
"285 Columbus Ave, Boston",Raised manhole cover causing flats.,42.3472999,-71.07382015,https://mayors24.cityofboston.gov/attachments/report/4cdd81030882cf126800001e/photo/pothole.jpg,11/12/10 13:01,4e658b2821ecf3e0a9000029,Pothole,101000199659,closed,resolved: ,4cdd81030882cf126800001e,11/16/10 15:24
"27 Mayfield St, Boston",,42.31654188,-71.0581017,https://mayors24.cityofboston.gov/attachments/report/4cdd83850882cf126800000d/photo/pothole.jpg,11/12/10 13:12,4e658b2821ecf3e0a9000029,Pothole,101000199666,closed,resolved: patched,4cdd83850882cf126800000d,11/17/10 12:02
"41 Fairfield St, Boston",Streetlight out in ally,42.34929523,-71.08232748,https://mayors24.cityofboston.gov/attachments/report/4cddbc7a0882cf126800001a/photo/streetlight.jpg,11/12/10 17:15,4e658b2821ecf3e0a900002b,Streetlight,101000199832,closed,Your case has been resolved.,4cddbc7a0882cf126800001a,2/3/11 15:42
"80-108 Wachusett St, Boston",,42.2945973,-71.11532515,https://mayors24.cityofboston.gov/attachments/report/4cddcfbf0882cf126800001c/photo/streetlight.jpg,11/12/10 18:37,4e658b2821ecf3e0a900002b,Streetlight,101000199850,open,,4cddcfbf0882cf126800001c,11/12/10 18:37
N42.31 E71.11,Light at playground is out and it's dark here,42.30796036,-71.10939466,https://mayors24.cityofboston.gov/attachments/report/4cddd7e40882cf1268000022/photo/streetlight.jpg,11/12/10 19:12,4e658b2821ecf3e0a900002b,Streetlight,101000199855,open,,4cddd7e40882cf1268000022,11/12/10 19:12
N42.32 E71.10,Graffiti on traffic signal box and a street light box at Columbus and bray street.,42.31717403,-71.0980819,https://mayors24.cityofboston.gov/attachments/report/4cde03570882cf1268000024/photo/other.jpg,11/12/10 22:17,4e658b2821ecf3e0a900003e,Other,101000199868,closed,Work completed by highway general maintenance/construction unit.,4cde03570882cf1268000024,4/3/11 12:25
,Red stoplight out at fort & cedar,42.32759927,-71.09554328,,11/13/10 0:21,4e658b2821ecf3e0a900003e,Other,101000199875,closed,resolved: ,4cde20760882cf126800002b,11/15/10 14:57
"6-24 Medford St, Boston",,42.36584125,-71.0589465,https://mayors24.cityofboston.gov/attachments/report/4cde8d800882cf126800001c/photo/pothole.jpg,11/13/10 8:07,4e658b2821ecf3e0a9000029,Pothole,101000199907,closed,resolved: ,4cde8d800882cf126800001c,11/17/10 15:10
"2 Spruce St, Boston",,42.35735471,-71.06790715,https://mayors24.cityofboston.gov/attachments/report/4cde8ed00882cf1268000022/photo/pothole.jpg,11/13/10 8:12,4e658b2821ecf3e0a9000029,Pothole,101000199908,closed,resolved: ,4cde8ed00882cf1268000022,11/16/10 15:23
N42.31 E71.11,,42.31293457,-71.1079062,https://mayors24.cityofboston.gov/attachments/report/4cdeb01a0882cf126800002f/photo/pothole.jpg,11/13/10 10:34,4e658b2821ecf3e0a9000029,Pothole,101000199933,open,,4cdeb01a0882cf126800002f,11/13/10 10:35
"140-146 Boylston St, Boston",,42.31652498,-71.10300908,https://mayors24.cityofboston.gov/attachments/report/4cdeb1c40882cf1268000016/photo/pothole.jpg,11/13/10 10:41,4e658b2821ecf3e0a9000029,Pothole,101000199935,open,,4cdeb1c40882cf1268000016,11/13/10 10:42
"1-9 Montebello Rd, Boston",,42.3130864,-71.10324138,https://mayors24.cityofboston.gov/attachments/report/4cdeb5690882cf126800001c/photo/pothole.jpg,11/13/10 10:57,4e658b2821ecf3e0a9000029,Pothole,101000200029,open,,4cdeb5690882cf126800001c,11/13/10 18:24
"58 Brookside Ave, Boston",,42.31286933,-71.10379557,https://mayors24.cityofboston.gov/attachments/report/4cdeb59c0882cf1268000034/photo/pothole.jpg,11/13/10 10:58,4e658b2821ecf3e0a9000029,Pothole,101000200030,open,,4cdeb59c0882cf1268000034,11/13/10 18:24
,,42.31227997,-71.10437507,https://mayors24.cityofboston.gov/attachments/report/4cdeb5d00882cf1268000035/photo/pothole.jpg,11/13/10 10:59,4e658b2821ecf3e0a9000029,Pothole,101000200031,open,,4cdeb5d00882cf1268000035,11/13/10 18:24
,,42.31968868,-71.10312909,https://mayors24.cityofboston.gov/attachments/report/4cdeb78c0882cf126800002a/photo/other.jpg,11/13/10 11:06,4e658b2821ecf3e0a900003e,Other,101000200032,closed,resolved: Investigator repaired issue upon arrival.,4cdeb78c0882cf126800002a,11/18/10 10:53
N42.38 E71.04,19 Monmouth,42.37979529,-71.03831522,https://mayors24.cityofboston.gov/attachments/report/4cdeb8d80882cf1268000021/photo/graffiti.jpg,11/13/10 11:12,4e658b2821ecf3e0a900002f,Graffiti,101000200033,open,,4cdeb8d80882cf1268000021,11/13/10 18:24
N42.38 E71.04,381 Meridian lots of trash on street.  I reported previously and I think you removed it but someone keeps putting more trash there during the week.,42.37960904,-71.03908046,https://mayors24.cityofboston.gov/attachments/report/4cdeb9800882cf1268000025/photo/other.jpg,11/13/10 11:14,4e658b2821ecf3e0a900003e,Other,101000200034,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdeb9800882cf1268000025,11/16/10 9:48
N42.38 E71.04,Graffiti on building and electrical box,42.37793982,-71.03910268,https://mayors24.cityofboston.gov/attachments/report/4cdeba630882cf126800003c/photo/graffiti.jpg,11/13/10 11:18,4e658b2821ecf3e0a900002f,Graffiti,101000200035,closed,resolved: work completed by highway general maintenance,4cdeba630882cf126800003c,11/20/10 15:14
"135-143 Sutherland Rd, Boston",Street sign knocked down.,42.3408353,-71.14726703,https://mayors24.cityofboston.gov/attachments/report/4cdec3080882cf1268000032/photo/other.jpg,11/13/10 11:55,4e658b2821ecf3e0a900003e,Other,101000200036,open,,4cdec3080882cf1268000032,11/13/10 18:25
"986 South St Boston, MA 02131",Large branches falling off of a tree  (between  989 and 987 South st) onto the street.,42.287668,-71.139474,,11/13/10 12:39,4e658b2821ecf3e0a900003e,Other,101000200037,closed,"resolved: 11/15/10 - Not a COB issue, private.",4cdecd640882cf1268000033,11/15/10 9:31
,Cross walk out of alignment,42.28554682,-71.1289289,https://mayors24.cityofboston.gov/attachments/report/4cdef8750882cf1268000033/photo/streetlight.jpg,11/13/10 15:43,4e658b2821ecf3e0a900002b,Streetlight,101000200038,closed,resolved: ,4cdef8750882cf1268000033,11/16/10 7:31
N42.32 E71.10,Back if the bleachers at the baseball park,42.32247109,-71.0973098,https://mayors24.cityofboston.gov/attachments/report/4cdef9ca0882cf1268000038/photo/graffiti.jpg,11/13/10 15:49,4e658b2821ecf3e0a900002f,Graffiti,101000200039,closed,resolved: done 11-19-10,4cdef9ca0882cf1268000038,11/23/10 9:51
,On wall,42.32068029,-71.09323714,https://mayors24.cityofboston.gov/attachments/report/4cdefa120882cf1268000044/photo/graffiti.jpg,11/13/10 15:50,4e658b2821ecf3e0a900002f,Graffiti,101000200040,open,,4cdefa120882cf1268000044,11/13/10 18:25
,Second report.  Overflowing dumpster getting worse and now sighted RATS.  Public alley 441 between Fairfield and Exeter.,42.34953554,-71.08083558,https://mayors24.cityofboston.gov/attachments/report/4cdefd150882cf126800003d/photo/other.jpg,11/13/10 16:03,4e658b2821ecf3e0a900003e,Other,101000200042,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdefd150882cf126800003d,11/16/10 9:49
N42.34 E71.10,Several streetlights on Queensberry and Jersey out.,42.3428802,-71.09700303,https://mayors24.cityofboston.gov/attachments/report/4cdf09fe0882cf126800003d/photo/streetlight.jpg,11/13/10 16:58,4e658b2821ecf3e0a900002b,Streetlight,101000200043,closed,resolved: completed 11/14/10,4cdf09fe0882cf126800003d,11/15/10 7:42
,144 Brook ST. Brighton tv on the sidewalk. I'm not sure if scheduled.,42.3526016,-71.16309714,https://mayors24.cityofboston.gov/attachments/report/4cdf2c500882cf126800004d/photo/other.jpg,11/13/10 19:24,4e658b2821ecf3e0a900003e,Other,101000200050,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4cdf2c500882cf126800004d,11/15/10 6:48
"8-10 Perkins St, Boston",Side walk toilet,42.32166002,-71.11077567,https://mayors24.cityofboston.gov/attachments/report/4cdf4af30882cf1268000046/photo/other.jpg,11/13/10 21:35,4e658b2821ecf3e0a900003e,Other,101000200064,closed,resolved: Notthing their,4cdf4af30882cf1268000046,11/16/10 9:59
N42.32 E71.09,"tree limbs down in highland park,  some since July",42.324991,-71.094535,https://mayors24.cityofboston.gov/attachments/report/4cdff1a50882cf0e78000001/photo/other.jpg,11/14/10 9:26,4e658b2821ecf3e0a900003e,Other,101000200082,closed,resolved: Limbs were removed by COB tree crew on 11/16/10.,4cdff1a50882cf0e78000001,11/16/10 15:15
"304 Roxbury St Boston, MA 02119",sink hole near manhole,42.330305,-71.094483,https://mayors24.cityofboston.gov/attachments/report/4cdff8820882cf0e78000001/photo/pothole.jpg,11/14/10 9:56,4e658b2821ecf3e0a9000029,Pothole,101000200084,open,,4cdff8820882cf0e78000001,11/14/10 9:56
,"Metal cover protecting wires is cracked, open & wires are exposed to elements.  A child or pet could place their fingers/nose/mouth into this opening & touch live wires. Please replace plate covering wires.  Thanks!",42.3153532,-71.0538339,https://mayors24.cityofboston.gov/attachments/report/4cdffcc20882cf0e78000004/photo/streetlight.jpg,11/14/10 10:14,4e658b2821ecf3e0a900002b,Streetlight,101000200086,open,,4cdffcc20882cf0e78000004,11/14/10 10:14
N42.34 E71.08,163 west newton rear alley illegal trash dumping. Issue ticket.,42.3427551,-71.07766456,https://mayors24.cityofboston.gov/attachments/report/4ce01ec20882cf0e7800000c/photo/other.jpg,11/14/10 12:39,4e658b2821ecf3e0a900003e,Other,101000200114,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4ce01ec20882cf0e7800000c,11/16/10 10:42
"105-121 Forest Hills St, Boston",Sign up well after event.,42.30878623,-71.10246691,https://mayors24.cityofboston.gov/attachments/report/4ce02a500882cf0e7800000a/photo/other.jpg,11/14/10 13:28,4e658b2821ecf3e0a900003e,Other,101000200120,closed,resolved: Removed Sign 11/15/10,4ce02a500882cf0e7800000a,11/15/10 12:01
"57 Lester Pl, Boston","Incomplete resurfacing-  huge sections >1in. below grade,  much of rest of surface uneven. You seemed to have ""blown off"" earlier report- closed w/o comment.",42.31360187,-71.11365581,https://mayors24.cityofboston.gov/attachments/report/4ce045510882cf0e78000013/photo/other.jpg,11/14/10 15:23,4e658b2821ecf3e0a900003e,Other,101000200131,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4ce045510882cf0e78000013,11/15/10 7:47
N42.35 E71.06,Yellow light bulb is dead on traffic signal on Southeast corner at Kneeland and Tyler Sts. Green and red bulbs OK. Thanks.,42.35033394,-71.06081773,https://mayors24.cityofboston.gov/attachments/report/4ce0622a0882cf0e78000011/photo/other.jpg,11/14/10 17:26,4e658b2821ecf3e0a900003e,Other,101000200143,open,,4ce0622a0882cf0e78000011,11/14/10 17:27
"777 South St, Boston",Traffic signal is turned sideways so cars do not see it and are not stopping for red light!,42.28724667,-71.1296592,https://mayors24.cityofboston.gov/attachments/report/4ce125b50882cf0e78000014/photo/other.jpg,11/15/10 7:21,4e658b2821ecf3e0a900003e,Other,101000200197,closed,resolved: ,4ce125b50882cf0e78000014,11/16/10 7:29
,Exposed electrical. Was reported before and repaired. Repair did not hold.,42.32277854,-71.10049428,https://mayors24.cityofboston.gov/attachments/report/4ce130700882cf0e7800001a/photo/other.jpg,11/15/10 8:06,4e658b2821ecf3e0a900003e,Other,101000200218,open,,4ce130700882cf0e7800001a,11/15/10 8:07
"56 Highland St Boston, MA 02119",brick at edge of Alvah kittredge park is loose missing,42.328132,-71.092328,https://mayors24.cityofboston.gov/attachments/report/4ce131c10882cf0e78000020/photo/other.jpg,11/15/10 8:12,4e658b2821ecf3e0a900003e,Other,101000200219,closed,Case Resolved. Park is under going a complete renovation and all pathways will be new.,4ce131c10882cf0e78000020,3/27/12 15:50
,,42.33289161,-71.04725494,https://mayors24.cityofboston.gov/attachments/report/4ce132270882cf0e7800000a/photo/graffiti.jpg,11/15/10 8:14,4e658b2821ecf3e0a900002f,Graffiti,101000200220,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4ce132270882cf0e7800000a,11/15/10 16:09
N42.34 E71.15,There is a big branch on the tree just around the corner that might fall any minute!,42.34336265,-71.15103191,,11/15/10 8:17,4e658b2821ecf3e0a900003e,Other,101000200221,closed,resolved: 11/16/10 - Hanger removed.,4ce132fc0882cf0e78000025,11/17/10 6:57
,Pothole in front of 185 Marlborough Street next to the curb.,42.3525378,-71.08004559,https://mayors24.cityofboston.gov/attachments/report/4ce163210882cf0e78000022/photo/pothole.jpg,11/15/10 11:43,4e658b2821ecf3e0a9000029,Pothole,101000200377,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4ce163210882cf0e78000022,11/16/10 7:33
"177 Marlborough St Boston, MA 02116","For the month of November, the street sweeper has not cleaned the odd side of Marlborough from Exeter toward the Public Garden.",42.352653,-71.079787,https://mayors24.cityofboston.gov/attachments/report/4ce16d6f0882cf0e7800002f/photo/other.jpg,11/15/10 12:27,4e658b2821ecf3e0a900003e,Other,101000200404,closed,resolved: ,4ce16d6f0882cf0e7800002f,11/16/10 15:25
"159-167 Maverick St, Boston",Temporary wires placed in front of 167 maverick st have not been buried underground. They have been strung up for over a year. This area has underground utility wires.  Please run wire underground.,42.36963025,-71.03785836,https://mayors24.cityofboston.gov/attachments/report/4ce1af240882cf0e78000022/photo/other.jpg,11/15/10 17:07,4e658b2821ecf3e0a900003e,Other,101000200572,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4ce1af240882cf0e78000022,11/15/10 17:48
"159-167 Maverick St, Boston",Work was done on the sidewalk and it was not fixed to original condition.  The contractor used asphalt instead of concrete.  Please repair to concrete.,42.36962232,-71.03788177,https://mayors24.cityofboston.gov/attachments/report/4ce1ae530882cf0e78000035/photo/other.jpg,11/15/10 17:04,4e658b2821ecf3e0a900003e,Other,101000200573,open,,4ce1ae530882cf0e78000035,11/15/10 17:11
"96-98 Gove St, Boston",Temporary wires strung from one light to another need to be placed underground. This area has underground utilities.  This was reported to nstar a year ago and wires have been hanging for two or more years.,42.37057305,-71.03564115,https://mayors24.cityofboston.gov/attachments/report/4ce1b00a0882cf0e78000034/photo/other.jpg,11/15/10 17:11,4e658b2821ecf3e0a900003e,Other,101000200574,closed,Your case has been closed. please contact the mayor's hotline for further details,4ce1b00a0882cf0e78000034,1/21/11 15:51
,Streetlight is out on western corner of maverick st at Bremen st,42.36963421,-71.03786235,https://mayors24.cityofboston.gov/attachments/report/4ce1aeaa0882cf0e7800002f/photo/streetlight.jpg,11/15/10 17:05,4e658b2821ecf3e0a900002b,Streetlight,101000200575,open,,4ce1aeaa0882cf0e7800002f,11/15/10 17:12
,Two lights out in the garden,42.3545906,-71.0681127,https://mayors24.cityofboston.gov/attachments/report/4ce1cb8f0882cf0e78000030/photo/streetlight.jpg,11/15/10 19:08,4e658b2821ecf3e0a900002b,Streetlight,101000200599,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4ce1cb8f0882cf0e78000030,11/15/10 20:30
"1 Charles St, Boston",Light out in the park,42.35545265,-71.06744788,https://mayors24.cityofboston.gov/attachments/report/4ce1cbf10882cf0e7800003b/photo/streetlight.jpg,11/15/10 19:10,4e658b2821ecf3e0a900002b,Streetlight,101000200600,closed,other: Your case has been closed. Please contact the Mayor's Hotline for further details,4ce1cbf10882cf0e7800003b,11/15/10 20:30
"174 W Brookline St, Boston",Three streetlights out in alley between W Brookline and Pembroke.,42.34260662,-71.07635557,https://mayors24.cityofboston.gov/attachments/report/4ce1cf4b0882cf0e78000036/photo/streetlight.jpg,11/15/10 19:24,4e658b2821ecf3e0a900002b,Streetlight,101000200603,open,,4ce1cf4b0882cf0e78000036,11/15/10 19:25
"51 Newmarket Square, Boston",Very rough pavement. Bikes must make wide right turn from NB Mass Ave.,42.32658888,-71.06663731,https://mayors24.cityofboston.gov/attachments/report/4ce2868f0882cf0e7800002b/photo/pothole.jpg,11/16/10 8:26,4e658b2821ecf3e0a9000029,Pothole,101000200676,closed,resolved: patched,4ce2868f0882cf0e7800002b,11/17/10 12:03
"55 Summer St, Boston",,42.35444501,-71.05917767,https://mayors24.cityofboston.gov/attachments/report/4ce28f9c0882cf0e78000046/photo/graffiti.jpg,11/16/10 9:05,4e658b2821ecf3e0a900002f,Graffiti,101000200695,closed,resolved: ,4ce28f9c0882cf0e78000046,11/17/10 7:33
"198-298 Strathmore Rd, Boston",,42.34044566,-71.15472786,https://mayors24.cityofboston.gov/attachments/report/4ce295ae0882cf0e7800004b/photo/pothole.jpg,11/16/10 9:31,4e658b2821ecf3e0a9000029,Pothole,101000200886,closed,resolved: this has been repaired and made safe to public.,4ce295ae0882cf0e7800004b,11/17/10 13:09
"228-244 Chestnut Hill Ave, Boston",Abandoned tv; street cleaning.,42.34037825,-71.15525494,https://mayors24.cityofboston.gov/attachments/report/4ce295eb0882cf0e78000031/photo/other.jpg,11/16/10 9:32,4e658b2821ecf3e0a900003e,Other,101000200887,closed,resolved: ,4ce295eb0882cf0e78000031,11/17/10 9:44
"655 Morton St Boston, MA 02126",this street pole is new it was nock down by the mbta bus number 2060. and now the new ine doesn't have a light.,42.28536165,-71.09323055,https://mayors24.cityofboston.gov/attachments/report/4ce2a9180882cf0e78000045/photo/streetlight.jpg,11/16/10 10:54,4e658b2821ecf3e0a900002b,Streetlight,101000200888,closed,referred: Your case has been closed. Please contact the Mayor's Hotline for further details,4ce2a9180882cf0e78000045,11/17/10 10:35
"25 Pine St, Boston",,42.25425455,-71.123788,https://mayors24.cityofboston.gov/attachments/report/4ce2ace30882cf0e78000031/photo/pothole.jpg,11/16/10 11:10,4e658b2821ecf3e0a9000029,Pothole,101000200889,closed,resolved: ,4ce2ace30882cf0e78000031,11/19/10 8:11
"24 Pine St, Boston",,42.25409897,-71.12370047,https://mayors24.cityofboston.gov/attachments/report/4ce2ad160882cf0e78000036/photo/pothole.jpg,11/16/10 11:11,4e658b2821ecf3e0a9000029,Pothole,101000200890,closed,resolved: ,4ce2ad160882cf0e78000036,11/19/10 8:11
"233-235 Corey Rd, Boston",,42.34417958,-71.13817448,https://mayors24.cityofboston.gov/attachments/report/4ce2adeb0882cf0e7800002e/photo/graffiti.jpg,11/16/10 11:14,4e658b2821ecf3e0a900002f,Graffiti,101000200891,open,,4ce2adeb0882cf0e7800002e,11/16/10 13:42
"290 Summit Ave, Boston",Trash dumping 292 Summit,42.34424415,-71.13865445,https://mayors24.cityofboston.gov/attachments/report/4ce2ae7d0882cf0e7800003c/photo/other.jpg,11/16/10 11:17,4e658b2821ecf3e0a900003e,Other,101000200892,closed,resolved: ,4ce2ae7d0882cf0e7800003c,11/17/10 9:47
"310-314 Summit Ave, Boston",,42.34504505,-71.13976445,https://mayors24.cityofboston.gov/attachments/report/4ce2aed50882cf0e78000038/photo/graffiti.jpg,11/16/10 11:18,4e658b2821ecf3e0a900002f,Graffiti,101000200893,closed,resolved: ,4ce2aed50882cf0e78000038,11/18/10 7:34
"258 Allston St, Boston",,42.34510733,-71.13970337,https://mayors24.cityofboston.gov/attachments/report/4ce2af060882cf0e78000055/photo/graffiti.jpg,11/16/10 11:19,4e658b2821ecf3e0a900002f,Graffiti,101000200894,closed,resolved: THIS IS A DUPLICATE AND REFER TO CN#101000200893,4ce2af060882cf0e78000055,11/17/10 8:08
